visit_id,total_time_diff,client_id,variation
107923930_51697880023_129433,417.0,3695333,Control
107939370_36328457454_3974,0.0,6826961,Test
107945468_79277378565_37459,616.0,8244502,Test
107975394_61350699882_375756,424.0,7140710,Control
10797640_29557170324_46572,144.0,6708593,Test
107979650_34224663479_846556,0.0,9676241,Control
10799126_20438771706_410909,738.0,7812814,Control
108004465_24063953746_623468,607.0,8732960,Test
10800599_86421211501_815670,117.0,3651623,Test
108007035_42230588940_891847,969.0,4913174,Control
108015320_52102130869_983370,57.0,8070639,Test
108038410_83015245261_805527,0.0,9947963,Test
108042096_17697087210_359841,59.0,7601230,Test
108088171_11964436695_942392,262.0,6399633,Control
108128640_13820221567_570627,188.0,5442451,Control
108132969_24758442202_975841,388.0,3476892,Control
108145760_13278359025_220508,64.0,4994490,Control
108152866_12655231835_411925,296.0,4185812,Control
108160928_74041165668_179601,352.0,37064,Control
108161221_20877587927_239966,34.0,4238196,Control
108161488_96464153760_211971,0.0,521369,Control
10817171_50453956454_434089,1567.0,7009565,Control
108180097_86991752105_69853,165.0,8012314,Control
108185369_27453506388_542429,2708.0,5873674,Control
1081884_88414139180_854167,322.0,7955667,Control
10819387_86190387051_69793,368.0,2708707,Control
108199947_15133807069_789216,196.0,2654414,Test
108207988_38370547354_997031,1182.0,392273,Control
108212678_59610135958_492294,25.0,6095271,Control
108214401_65824239803_226653,21.0,1453759,Control
108225602_70332431123_422605,194.0,8060496,Test
108228548_7807336072_380800,248.0,6908479,Control
10823683_86056158289_300788,400.0,7171907,Control
108237565_57237624831_283658,68.0,6559121,Control
108286673_85335884771_758576,457.0,6888356,Control
108290112_7588267913_738033,205.0,5272335,Test
108317882_43795086345_358336,297.0,2342940,Test
108322435_21452053415_198387,83.0,3089039,Test
108343432_22246836068_782936,6.0,6093544,Control
108379096_9586169228_197577,752.0,8943265,Test
108397336_2736148713_927029,0.0,6851443,Test
108397960_79834715554_939840,212.0,3392317,Control
108409314_541646620_822206,245.0,7190546,Test
108412521_60149060503_304593,132.0,7257789,Test
108464187_20560614557_778601,0.0,4848446,Test
108500988_79780198274_257975,9.0,4138843,Control
108512480_46946897712_664594,0.0,9396180,Test
108522111_2010274173_543895,73.0,3815559,Test
108554619_78952596421_643514,1234.0,6480906,Control
108559394_74645813196_135071,120.0,5920986,Test
108562121_78928143061_303649,349.0,7694508,Test
108600939_51090488386_203369,343.0,4152139,Test
108602470_35414089006_811600,40.0,5185429,Control
108619459_23424029815_711943,198.0,5753974,Control
108622316_94547093641_110646,1920.0,93915,Test
108631730_52513210497_452167,725.0,673678,Control
108632786_58840162832_280089,534.0,2177404,Control
108658190_30518284885_125648,62.0,4937056,Control
108665944_16860908550_234753,135.0,8538655,Test
108686729_34233509984_14487,854.0,3560967,Control
108690991_98901585957_570,240.0,6932275,Control
108711971_68302711062_363896,639.0,1894933,Test
10871633_1705641651_226934,284.0,2522259,Control
108719545_42143405876_705852,193.0,9772972,Control
108724957_602625119_908082,384.0,205429,Test
108733913_69527591003_427656,6.0,2465411,Test
108744633_27495992537_16982,131.0,7695417,Control
108758371_27158293792_829603,81.0,8138044,Test
108758601_86992697619_659748,91.0,6810931,Test
108785195_36605645729_936668,378.0,9341024,Test
108808380_94764333350_175086,121.0,9202636,Control
108809747_47233632345_827356,84.0,104328,Control
10881982_2291331778_727577,598.0,30493,Test
108838828_80323001018_403472,83.0,7770587,Test
108841867_14231764245_756209,402.0,5265454,Test
108857769_19979452740_456587,103.0,3361098,Control
108860642_55131911366_926344,51.0,1276083,Control
108901971_73954126259_963518,0.0,3075073,Control
108905338_14872524601_905668,296.0,6356888,Control
108907799_62013523001_254981,96.0,6741529,Control
10891635_81043982891_216011,0.0,3769323,Test
108928315_10447608302_593541,0.0,103627,Test
10893632_5786602531_586085,346.0,465162,Control
108937428_94918779072_42035,954.0,8101,Control
108945577_3113163814_542520,825.0,8247591,Test
108947270_355420661_88176,221.0,4842605,Control
108957383_41514350677_193670,79.0,4754251,Control
108979939_59698627739_569564,0.0,3178274,Test
108987942_49132825395_995738,1507.0,6371350,Test
108988801_56065391636_731045,996.0,6849509,Test
10899307_53651903569_153334,64.0,6298173,Test
108996855_38859030787_343545,1314.0,5048844,Test
109011250_15395719573_228235,255.0,5217337,Control
109011395_74315471043_951387,530.0,4152738,Control
109044768_71320897554_448227,198.0,3391934,Test
109045507_22208190684_100320,167.0,2214904,Test
10905033_12057981070_795497,72.0,1579315,Test
109075168_66140706174_6448,307.0,1992563,Test
109085780_40828468276_54804,11.0,1341459,Control
109086558_73015852974_776843,36.0,4248171,Control
109126522_89302360716_797418,480.0,739719,Control
10913114_89829887986_987719,162.0,3903837,Test
109132633_20568558069_243264,111.0,505697,Test
109140695_24859270597_694344,414.0,2891163,Control
109142891_62283288812_347203,4.0,798716,Test
10914551_670293919_401186,0.0,8012388,Test
109147108_57675030865_731855,1878.0,4632974,Test
109149267_97304861191_846073,540.0,7108590,Test
109154154_68812231163_309521,225.0,3897933,Control
109158104_44522218729_733275,4.0,3077159,Test
109161967_92334343334_989295,332.0,6545237,Test
109176308_53939750066_966814,0.0,5060980,Test
109178287_58305095407_449125,132.0,1760804,Test
109178915_88566590610_326604,99.0,3430448,Control
109182431_41521070099_847786,60.0,6773537,Test
109186171_45584680375_932546,346.0,5460321,Test
109198982_43752334884_942101,125.0,2769229,Test
109212970_24143620681_788923,1840.0,2148617,Control
109254991_66090324429_451565,770.0,8148299,Control
10926345_74196462385_83740,501.0,6439990,Test
109266551_86824413138_988298,953.0,7763094,Control
10926725_6074807139_104341,0.0,2124664,Control
109267336_69193019766_252546,0.0,6068217,Control
109270825_70428791942_253169,274.0,5161688,Control
109293993_38928323562_726849,0.0,8815082,Control
109300922_49336450821_608747,174.0,189572,Test
10931038_35247667592_268537,336.0,2795565,Test
109341543_93834603351_339892,204.0,9624621,Control
10934213_8358643379_64047,812.0,298925,Control
10934223_25503046714_866571,0.0,9421926,Control
109348025_27992284703_535018,104.0,4482137,Control
109358718_53981352778_292788,701.0,259331,Test
109394651_29166583508_164958,0.0,8542739,Control
109404133_85113517339_71852,371.0,5884804,Test
109408790_53353856283_307994,377.0,6085193,Test
109415641_80486479993_405317,113.0,541015,Test
109447651_76530485141_835727,320.0,1620626,Control
10947703_78257751291_449167,420.0,7181531,Test
109478439_46834904677_537548,314.0,3617668,Control
109493456_82138770929_343649,136.0,4646520,Test
109493483_32835460568_770553,231.0,3817564,Control
109507912_53012357268_348474,118.0,5233429,Test
109559465_66925407084_586367,67.0,6784733,Control
109567635_56207438404_461006,172.0,5853478,Test
109573441_61601390265_656011,1848.0,1366281,Control
109579261_81888204282_10602,117.0,7928244,Test
109595278_71747357428_178974,306.0,4487800,Test
10964011_55069630910_371359,729.0,7055918,Test
10964153_28792892240_920696,1490.0,7208863,Control
109651140_84695412616_383037,0.0,1442875,Control
10966083_99436866876_908809,413.0,1692418,Test
109665755_73120491964_139265,99.0,3220881,Test
109666398_38721392376_849012,50.0,6774721,Control
109679814_72589617383_442999,38.0,6835423,Control
109682911_92162940125_670458,0.0,9966141,Control
109684822_65459654999_261283,802.0,3066692,Test
109687218_82550150466_786235,190.0,7344008,Control
109687265_46478528055_860131,1597.0,711827,Control
109691322_28183357156_328716,0.0,8221479,Control
109734567_71379805027_365364,83.0,183720,Test
109741635_28678207652_501674,528.0,5198344,Test
109744793_10808628431_611719,1037.0,7093388,Test
109761942_12933374425_368414,380.0,7427840,Test
109764237_63896704808_785462,0.0,3471084,Control
109799072_82557124764_701631,0.0,2493522,Test
109837329_52793605865_614394,776.0,8720066,Test
109837753_21589558825_892617,172.0,8415327,Control
109838496_73895792324_967993,434.0,1873161,Control
109850778_13269643517_672459,40.0,6357574,Control
109853243_54038366030_348387,156.0,5436026,Control
109872736_61597528379_139990,0.0,3258217,Test
109887260_69500309963_355398,215.0,5583943,Control
109893989_87082173241_73553,80.0,7321048,Test
109922323_3531132807_141846,467.0,4140577,Control
10996344_40677430719_269270,26.0,4306244,Test
109985769_23587300049_49862,109.0,6372038,Control
10998960_55259456402_183498,125.0,8627363,Test
110022120_18355031472_18481,0.0,2512102,Test
110024436_52678239326_911136,136.0,2874933,Control
110028919_87375981057_54923,909.0,4617245,Control
110047517_80323235854_28140,53.0,135254,Test
110056739_69737810110_34067,0.0,1348668,Control
110071490_40007375385_998073,0.0,997518,Control
110077423_47121627403_507093,134.0,6948674,Control
110081652_29232233419_776850,186.0,8140069,Test
110085038_47382843469_746761,377.0,1658052,Test
110089868_1127883847_284205,0.0,6144971,Control
11010472_15814590735_454467,79.0,6030890,Control
110129838_64257908965_483521,17.0,6725481,Test
110175989_34845230015_689750,25.0,7999292,Test
110185043_48979252318_88950,1435.0,6158691,Test
110188436_84937351201_276106,1506.0,3217714,Control
11020487_27606184_804936,75.0,3242632,Test
110208774_59197878914_70833,210.0,7671778,Control
110263675_72301719917_206361,2023.0,1177276,Test
110282786_63380697757_292711,173.0,9881248,Control
110307202_34636181112_192510,364.0,6934507,Control
110328340_23474297650_588301,112.0,6331553,Test
110339211_4452462121_690293,491.0,2615550,Test
110357480_44657547325_549221,272.0,3004695,Control
110370392_24256998198_114037,742.0,8147545,Control
110376714_69987037593_737036,1105.0,8283857,Test
11038168_65125134709_615698,199.0,8598364,Test
110387300_19185723666_54285,0.0,4552154,Control
110389027_36684653713_791010,433.0,8204062,Control
110389785_41987072969_79530,403.0,2053795,Control
11039402_67593207357_110439,323.0,751629,Control
110396168_29164529346_22732,329.0,5933753,Control
110415280_47075196194_176215,1081.0,5241409,Test
110432027_87493421469_986527,56.0,6929927,Control
110433685_50512830489_541081,105.0,4055364,Test
110436570_49678697501_334900,0.0,327979,Control
110454357_32145786652_758657,0.0,3170143,Test
110477187_9291835195_280023,116.0,1876212,Control
11049489_90808735976_373672,214.0,9873194,Control
110501001_1387651944_765425,300.0,4721645,Test
110503428_41861954003_178066,653.0,4652641,Control
110506090_38117495495_681624,202.0,8562324,Test
110509290_65780675794_198329,15.0,6005042,Control
110527808_9998103430_864206,57.0,4278992,Test
110529988_53459954592_574647,251.0,2249641,Control
110534964_35163558321_524792,302.0,7403377,Control
11054834_9291749319_320607,695.0,7146571,Control
110553313_87266248862_873082,216.0,5701822,Test
110571039_46686284424_8595,44.0,6033434,Test
110587451_22786493399_116490,308.0,9517918,Test
110587872_41098554542_289145,194.0,1980473,Test
110602169_70496154144_443274,341.0,1591487,Control
110627488_22526312169_56361,120.0,14690,Test
110642478_62348544050_355341,730.0,2074092,Test
110644352_58623709359_189784,376.0,8273339,Control
110646072_27896137315_651353,155.0,3319635,Test
1106544_29948470650_260584,11.0,1554187,Test
11065584_77780645005_776913,240.0,667217,Control
110683017_83237322449_824704,107.0,8023726,Test
110691813_39215096557_183650,56.0,2126508,Test
11069325_63903712713_156734,1046.0,1889888,Test
110697580_90775348822_953381,48.0,443262,Test
110720215_97248493330_744168,112.0,6059000,Control
110720429_83928580709_482823,18.0,7109970,Control
110744639_88438488554_163285,728.0,8099672,Test
110757749_6186676709_455663,660.0,2972136,Test
110762952_76933669636_385911,166.0,6975226,Test
110766351_48443200737_752028,386.0,8329247,Control
110769229_2731562596_369038,261.0,4363631,Control
110784034_78365342748_450135,174.0,4121606,Test
110792069_77781403064_195117,402.0,9506863,Test
110803305_60486350265_542000,421.0,5817789,Control
110812049_21946570521_410833,121.0,38340,Test
11081880_55901769447_75033,43.0,9779291,Test
110833117_58192301558_957264,221.0,2497100,Test
110839642_52276648687_947839,0.0,4825865,Test
110864663_19031284736_87399,5.0,2188976,Test
11086514_25869311779_867257,167.0,7668109,Control
110875030_53466245506_573660,621.0,6609008,Test
110899910_14242013946_84357,93.0,8562779,Control
110901963_58479131437_547867,353.0,7354030,Test
110904520_49198075199_843315,24.0,9395584,Test
110905291_98898758889_752043,0.0,6518665,Control
11090727_95300510488_327761,158.0,3465286,Control
110925583_24930667706_617581,340.0,8167124,Control
110927775_62147961797_589694,211.0,8549200,Control
110942338_45841834972_508416,466.0,1170899,Test
110979260_6724695508_22050,165.0,4363111,Control
110982041_11873823877_469150,298.0,4525231,Test
110985301_7175185421_212909,74.0,7369782,Test
111019180_13564920828_813922,525.0,6693164,Control
111024388_84807034669_44860,77.0,7977593,Control
111025945_12085696736_341912,187.0,7252312,Test
11102876_24833879204_800510,187.0,6785076,Control
111039632_61377100850_188833,412.0,1935217,Test
111041619_14934652450_91501,239.0,3570952,Control
111048163_40827585300_781698,0.0,2493092,Control
111048490_42020411436_523687,0.0,3588397,Control
111055176_28932574681_784747,344.0,7017459,Control
111093869_47614028816_160691,0.0,8912315,Control
111109938_65650845973_826189,1093.0,5944559,Control
111125240_15044351623_502265,32.0,9646757,Test
111141001_53434484643_525868,324.0,234014,Test
111147402_19730645292_171969,159.0,838619,Test
111148205_25981715466_468155,322.0,9320265,Control
111153239_82474719634_867289,453.0,7553011,Control
111161234_91702610713_863395,104.0,9679406,Control
111196356_32045752975_804782,186.0,4941253,Control
111201925_49456733189_59478,269.0,5035892,Control
111216441_53690446399_80660,741.0,7232812,Test
111217613_24577305244_306771,181.0,7511654,Control
111250084_90431182058_524953,261.0,5319610,Test
111288517_23205461743_982637,275.0,2414662,Test
111288913_58923313719_547176,538.0,9131748,Test
111295106_78185650118_333258,130.0,2156095,Test
11129857_77538547975_689290,59.0,3078775,Test
111304823_24193466796_303812,0.0,7142697,Control
111310856_37391878973_702843,498.0,3969539,Test
111318097_85333009454_598282,49.0,6157552,Test
111326804_83688354720_633705,741.0,8457919,Control
111328817_79510453331_478752,756.0,8935253,Control
111338386_71394541962_288197,0.0,4219207,Test
111352922_37954812157_957042,116.0,7779487,Test
111389398_71419555371_190810,229.0,7873434,Control
111421639_17931428449_527949,141.0,846806,Control
111427508_2476706406_779913,101.0,6938743,Control
111428143_11425186552_799716,889.0,9641810,Control
111433627_39882095408_651024,173.0,5664150,Test
111436494_65622352289_968722,2384.0,2285467,Test
111436552_79748621055_817012,219.0,1942841,Test
111440006_24400981382_629026,273.0,2101802,Test
111477635_92791792895_205812,140.0,4557994,Test
111492938_17837631729_148523,0.0,3743045,Test
111512859_49809915195_512730,0.0,4661885,Control
111516993_7039845318_17973,71.0,4740322,Control
111525909_16355509765_333898,2765.0,1919955,Test
1115768_99051013307_121940,0.0,8950411,Test
111582822_66819122788_789217,116.0,2882304,Test
111633068_61104516941_342982,425.0,6882657,Test
111634306_28851946679_245469,247.0,6642683,Control
111672019_69502555584_154450,40.0,8930709,Test
111678586_82929529969_329036,1038.0,6308576,Test
111682113_1339125385_360708,0.0,6250513,Control
111745551_76368880521_203689,338.0,6116444,Test
111776291_60361017407_144894,230.0,6232107,Test
111782428_73798360260_635521,0.0,9604567,Control
11179432_88359013662_853106,129.0,4788508,Test
